tariff,description,uom,mfn,gt,aut,nzt,ccct,ldct,gpt,ust,mt,must,ciat,ct,crt,it,nt,slt,pt,colt,jt,pat,hnt,krt,ceut,uat,cptpt
7403.1,Refined copper:,,,,,,,,,,,,,,,,,,,,,,,,,,
7403.11.00.00,Cathodes and sections of cathodes,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7403.12.00.00,Wire-bars,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7403.13.00.00,Billets,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7403.19.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7403.2,Copper alloys:,,,,,,,,,,,,,,,,,,,,,,,,,,
7403.21.00.00,Copper-zinc base alloys (brass),KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7403.22.00.00,Copper-tin base alloys (bronze),KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7403.29.00.00,Other copper alloys (other than master alloys of heading 74.05),KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7404.00,Copper waste and scrap.,,,,,,,,,,,,,,,,,,,,,,,,,,
7404.00.10.00,"Spent anodes, not alloyed; With a copper content of less than 94% by weight, not alloyed",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7404.00.20.00,Copper-zinc base alloys (brass) with a copper content of less than 94% by weight,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7404.00.9,Other:,,,,,,,,,,,,,,,,,,,,,,,,,,
7404.00.91.00,With a copper content of less than 94% by weight,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7404.00.99,Other,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7404.00.99.10,Copper-tin base alloys (bronze),KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7404.00.99.9,Other:,,,,,,,,,,,,,,,,,,,,,,,,,,
7404.00.99.91,Not alloyed,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7404.00.99.99,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7405.00.00.00,Master alloys of copper.,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
74.06,Copper powders and flakes.,,,,,,,,,,,,,,,,,,,,,,,,,,
7406.10.00.00,Powders of non-lamellar structure,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7406.20.00.00,Powders of lamellar structure; flakes,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
74.07,"Copper bars, rods and profiles.",,,,,,,,,,,,,,,,,,,,,,,,,,
7407.10,Of refined copper,,,,,,,,,,,,,,,,,,,,,,,,,,
7407.10.10,Hollow profiles,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7407.10.10.00,Hollow profiles,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7407.10.90,Other,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7407.10.90.10,"Bars and rods, of which the maximum cross-sectional dimension exceeds 12.7 mm, unworked",KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7407.10.90.90,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7407.2,Of copper alloys:,,,,,,,,,,,,,,,,,,,,,,,,,,
7407.21,Of copper-zinc base alloys (brass),,,,,,,,,,,,,,,,,,,,,,,,,,
7407.21.20,Hollow profiles,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7407.21.20.00,Hollow profiles,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7407.21.90,Other,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7407.21.90.10,"Bars and rods, of a maximum cross-sectional dimension not exceeding 12.7 mm, unworked",KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7407.21.90.20,"Bars and rods of a maximum cross-sectional dimension exceeding  12.7 mm, unworked",KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7407.21.90.90,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7407.29.00,Other,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7407.29.00.10,"Bars and rods, of a maximum cross-sectional dimension exceeding 12.7 mm, unworked",KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7407.29.00.20,"Bars, rods or solid profiles, worked",KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7407.29.00.30,Hollow profiles,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7407.29.00.90,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7408.19.00,Other,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7408.19.00.10,Not coated or covered,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7408.19.00.20,Coated or covered,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7408.2,Of copper alloys:,,,,,,,,,,,,,,,,,,,,,,,,,,
7408.21.00.00,Of copper-zinc base alloys (brass),KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7408.22.00.00,Of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver),KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7408.29.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
74.09,"Copper plates, sheets and strip, of a thickness exceeding 0.15 mm.",,,,,,,,,,,,,,,,,,,,,,,,,,
7409.1,Of refined copper:,,,,,,,,,,,,,,,,,,,,,,,,,,
7409.11.00.00,In coils,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7409.19.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7409.2,Of copper-zinc base alloys (brass):,,,,,,,,,,,,,,,,,,,,,,,,,,
7409.21.00,In coils,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7409.21.00.10,Of a width not exceeding 508 mm,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7412.10.00.11,Wrought,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7412.10.00.19,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7412.10.00.90,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7412.20.00,Of copper alloys,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7412.20.00.1,Pressure type:,,,,,,,,,,,,,,,,,,,,,,,,,,
7412.20.00.11,Forged,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7412.20.00.12,Cast,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7412.20.00.19,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7412.20.00.90,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7413.00.00,"Stranded wire, cables, plaited bands and the like, of copper, not electrically insulated.",,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7413.00.00.10,"Stranded wire, without fittings",KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7413.00.00.80,"Other, without fittings",KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7413.00.00.90,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
74.15,"Nails, tacks, drawing pins, staples (other than those of heading 83.05) and similar articles, of copper or of iron or steel with heads of copper; screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of copper.",,,,,,,,,,,,,,,,,,,,,,,,,,
7415.10.00.00,"Nails and tacks, drawing pins, staples and similar articles",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7415.2,"Other articles, not threaded:",,,,,,,,,,,,,,,,,,,,,,,,,,
7415.21.00.00,Washers (including spring washers),KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7601.10.00.20,Ingots,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7601.10.00.90,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7601.20.00,Aluminum alloys,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7601.20.00.10,Aluminum vanadium alloys,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7601.20.00.2,"Ingots, of other aluminum alloys:",,,,,,,,,,,,,,,,,,,,,,,,,,
7601.20.00.21,Remelt scrap ingot,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7601.20.00.29,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7601.20.00.90,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7602.00.00.00,Aluminum waste and scrap.,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
76.03,Aluminum powders and flakes.,,,,,,,,,,,,,,,,,,,,,,,,,,
7603.10.00.00,Powders of non-lamellar structure,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7603.20.00.00,Powders of lamellar structure; flakes,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
76.04,"Aluminum bars, rods and profiles.",,,,,,,,,,,,,,,,,,,,,,,,,,
7604.10.00,"Of aluminum, not alloyed",,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7604.10.00.30,Profiles,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7604.10.00.40,Bars and rods,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7604.2,Of aluminum alloys:,,,,,,,,,,,,,,,,,,,,,,,,,,
7605.29.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
76.06,"Aluminum plates, sheets and strip, of a thickness exceeding 0.2 mm.",,,,,,,,,,,,,,,,,,,,,,,,,,
7606.1,Rectangular (including square):,,,,,,,,,,,,,,,,,,,,,,,,,,
7606.11.00,"Of aluminum, not alloyed",,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7606.11.00.10,Clad,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7606.11.00.90,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7606.12.00,Of aluminum alloys,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7606.12.00.1,Not clad:,,,,,,,,,,,,,,,,,,,,,,,,,,
7606.12.00.11,Of a thickness exceeding 0.2 mm but less than 7 mm,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7606.12.00.12,Of a thickness of 7 mm or more,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7606.12.00.20,Clad,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7606.9,Other:,,,,,,,,,,,,,,,,,,,,,,,,,,
7606.91.00,"Of aluminum, not alloyed",,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7606.91.00.10,Unworked circles or discs,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7606.91.00.90,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7606.92.00.00,Of aluminum alloys,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
76.07,"Aluminum foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.2 mm.",,,,,,,,,,,,,,,,,,,,,,,,,,
7608.20.00.00,Of aluminum alloys,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7609.00.00.00,"Aluminum tube or pipe fittings (for example, couplings, elbows, sleeves).",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
76.10,"Aluminum structures (excluding prefabricated buildings of heading 94.06) and parts of structures (for example, bridges and bridge-sections, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, balustrades, pillars and columns); aluminum plates, rods, profiles, tubes and the like, prepared for use in structures.",,,,,,,,,,,,,,,,,,,,,,,,,,
7610.10.00,"Doors, windows and their frames and thresholds for doors",,6.5 %,,,,Free,Free,5 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7610.10.00.10,Doors and their frames,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
7610.10.00.20,Windows and their frames,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
7610.10.00.30,Thresholds for doors,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
7610.90,Other,,,,,,,,,,,,,,,,,,,,,,,,,,
7610.90.10.00,For use in Canadian manufactures,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7610.90.90,Other,,6.5 %,,,,Free,Free,5 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7610.90.90.10,Roofing,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7610.90.90.20,"Siding, including soffits and fascia",KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7610.90.90.30,Architectural and ornamental work,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7610.90.90.90,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7611.00.00.00,"Aluminum reservoirs, tanks, vats and similar containers, for any material (other than compressed or liquefied gas), of a capacity exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment.",NMB,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
76.12,"Aluminum casks, drums, cans, boxes and similar containers (including rigid or collapsible tubular containers), for any material (other than compressed or liquefied gas), of a capacity not exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment.",,,,,,,,,,,,,,,,,,,,,,,,,,
7615.10.00.20,"Pie plates, plates for prepared meals and similar semi-rigid containers",-,,,,,,,,,,,,,,,,,,,,,,,,,
7615.10.00.90,Other,-,,,,,,,,,,,,,,,,,,,,,,,,,
7615.20.00.00,Sanitary ware and parts thereof,-,6.5 %,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
76.16,Other articles of aluminum.,,,,,,,,,,,,,,,,,,,,,,,,,,
7616.10.00,"Nails, tacks, staples (other than those of heading 83.05), screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers and similar articles",,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7616.10.00.20,Rivets,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7616.10.00.90,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7616.9,Other:,,,,,,,,,,,,,,,,,,,,,,,,,,
7616.91.00.00,"Cloth, grill, netting and fencing, of aluminium wire",KGM,6.5 %,,,,Free,Free,5 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7616.99,Other,,,,,,,,,,,,,,,,,,,,,,,,,,
7616.99.10.00,"Cups for use in the manufacture of candles; Ferrules for use in the manufacture of pencils; Fish egg incubators and parts thereof; For climbing or mountaineering; Identification bands for migratory birds;  Pigeon countermark leg bands; To be employed in the manufacture of sera, antisera, toxoids, viruses, toxins or antitoxins, virus or bacterial vaccines, bacteriophage or bacterial lysates, allergenics, liver extracts, pituitary extracts, epinephrine or its solutions, insulin (with or without zinc, globin or protamine), and blood plasma or serum of human origin, or fractions thereof, or extenders or substitutes therefor",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7616.99.90,Other,,6.5 %,,,,Free,Free,5 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7616.99.90.2,Castings:,,,,,,,,,,,,,,,,,,,,,,,,,,
7616.99.90.21,Die,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7616.99.90.29,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7616.99.90.30,Forgings,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7616.99.90.40,Ladders,NMB,,,,,,,,,,,,,,,,,,,,,,,,,
7616.99.90.50,Venetian blinds and parts thereof,-,,,,,,,,,,,,,,,,,,,,,,,,,
7616.99.90.90,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
78.01,Unwrought lead.,,,,,,,,,,,,,,,,,,,,,,,,,,
7801.10.00.00,Refined lead,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7801.9,Other:,,,,,,,,,,,,,,,,,,,,,,,,,,
7801.91.00.00,Containing by weight antimony as the principal other element,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7801.99.00,Other,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7801.99.00.10,Lead bullion,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7801.99.00.20,"Other, alloys of lead",KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7801.99.00.90,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7802.00.00.00,Lead waste and scrap.,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
78.04,"Lead plates, sheets, strip and foil; lead powders and flakes.",,,,,,,,,,,,,,,,,,,,,,,,,,
7804.1,"Plates, sheets, strip and foil:",,,,,,,,,,,,,,,,,,,,,,,,,,
7804.11.00.00,"Sheets, strip and foil of a thickness (excluding any backing) not exceeding 0.2 mm",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7804.19.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7804.20.00.00,Powders and flakes,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7415.29.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7415.3,Other threaded articles:,,,,,,,,,,,,,,,,,,,,,,,,,,
7415.33.00.00,Screws; bolts and nuts,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7415.39.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
74.18,"Table, kitchen or other household articles and parts thereof, of copper; pot scourers and scouring or polishing pads, gloves and the like, of copper; sanitary ware and parts thereof, of copper.",,,,,,,,,,,,,,,,,,,,,,,,,,
7418.10.00.00,"Table, kitchen or other household articles and parts thereof; pot scourers and scouring or polishing pads, gloves and the like",-,3 %,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7418.20.00.00,Sanitary ware and parts thereof,-,3 %,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
74.19,Other articles of copper.,,,,,,,,,,,,,,,,,,,,,,,,,,
7419.10.00.00,Chain and parts thereof,KGM,3 %,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7419.9,Other:,,,,,,,,,,,,,,,,,,,,,,,,,,
7419.91,"Cast, moulded, stamped or forged, but not further worked",,,,,,,,,,,,,,,,,,,,,,,,,,
7419.91.10.00,Anodes for electroplating,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7419.91.9,Other:,,,,,,,,,,,,,,,,,,,,,,,,,,
7419.91.91.00,For use in Canadian manufactures,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7419.91.99.00,Other,KGM,3 %,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7419.99,Other,,,,,,,,,,,,,,,,,,,,,,,,,,
7419.99.10.00,Anodes for electroplating,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7419.99.20.00,Caskets or coffins,NMB,9.5 %,,,,Free,Free,5 %,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7419.99.90,Other,,3 %,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7419.99.90.40,"Brass plumbing goods, not elsewhere specified or included",KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7419.99.90.90,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
75.01,"Nickel mattes, nickel oxide sinters and other intermediate products of nickel metallurgy.",,,,,,,,,,,,,,,,,,,,,,,,,,
7501.10.00.00,Nickel mattes,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7501.20.00.00,Nickel oxide sinters and other intermediate products of nickel metallurgy,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
75.02,Unwrought nickel.,,,,,,,,,,,,,,,,,,,,,,,,,,
7502.10.00.00,"Nickel, not alloyed",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7502.20.00.00,Nickel alloys,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7503.00.00.00,Nickel waste and scrap.,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7504.00.00,Nickel powders and flakes.,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7504.00.00.10,Powders,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
7504.00.00.90,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
75.05,"Nickel bars, rods, profiles and wire.",,,,,,,,,,,,,,,,,,,,,,,,,,
7505.1,"Bars, rods and profiles:",,,,,,,,,,,,,,,,,,,,,,,,,,
7505.11.00.00,"Of nickel, not alloyed",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7505.12.00.00,Of nickel alloys,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7505.2,Wire:,,,,,,,,,,,,,,,,,,,,,,,,,,
7505.21.00.00,"Of nickel, not alloyed",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7505.22.00.00,Of nickel alloys,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
75.06,"Nickel plates, sheets, strip and foil.",,,,,,,,,,,,,,,,,,,,,,,,,,
7506.10,"Of nickel, not alloyed",,,,,,,,,,,,,,,,,,,,,,,,,,
7506.10.10.00,Worked foil of a thickness not exceeding 0.15 mm,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7506.10.90.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
7506.20,Of nickel alloys,,,,,,,,,,,,,,,,,,,,,,,,,,
