|TARIFF|,|EFF_DATE|,|CHANGE|,|SUB_CHAP|,|DESC1|,|DESC2|,|DESC3|,|FOOTNOTE|,|UOM|,|MFN|,|GT|,|AUT|,|NZT|,|CCCT|,|LDCT|,|GPT|,|UST|,|MT|,|MUST|,|CIAT|,|CT|,|CRT|,|IT|,|NT|,|SLT|,|PT|,|COLT|,|JT|,|PAT|,|HNT|,|KRT|,|CEUT|,|UAT|,|CPTPT|,|row_id|
|3908.90.00.00|,1/1/1998 0:00:00,0.00,||,|Other|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6657
|39.09|,1/1/1998 0:00:00,0.00,||,|Amino-resins, phenolic resins and polyurethanes, in primary forms.|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,6658
|3909.10.00.00|,10/1/2014 0:00:00,0.00,||,|Urea resins; thiourea resins|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6659
|3909.20.00|,1/1/2019 0:00:00,0.00,||,|Melamine resins|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6660
|3909.20.00.00|,1/1/2019 0:00:00,0.00,||,|Melamine resins|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6661
|3909.3|,1/1/2017 0:00:00,0.00,,|Other amino-resins:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6664
|3909.31.00.00|,1/1/2017 0:00:00,0.00,||,|Poly(methylene phenyl isocyanate) (crude MDI, polymeric MDI)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6665
|3909.39.00.00|,1/1/2017 0:00:00,0.00,||,|Other|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6666
|3909.40.00|,1/1/2012 0:00:00,0.00,||,|Phenolic resins|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6667
|3909.40.00.30|,1/1/2017 0:00:00,0.00,||,|Phenol-formaldehyde resins|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,6668
|3909.40.00.40|,1/1/2017 0:00:00,0.00,||,|Compositions|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,6669
|3909.40.00.90|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,6670
|3912.31.00.00|,1/1/1998 0:00:00,0.00,||,|Carboxymethylcellulose and its salts|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6686
|3912.39.00|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6687
|3912.39.00.10|,1/1/2012 0:00:00,0.00,||,|Hydroxyethyl cellulose|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,6688
|3912.39.00.90|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,6689
|3912.90.00.00|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6690
|39.13|,1/1/1998 0:00:00,0.00,||,|Natural polymers (for example, alginic acid) and modified natural polymers (for example, hardened proteins, chemical derivatives of natural rubber), not elsewhere specified or included, in primary forms.|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,6691
|3913.10.00.00|,1/1/2017 0:00:00,0.00,||,|Alginic acid, its salts and esters|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6692
|3913.90.00|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6693
|3913.90.00.10|,1/1/2012 0:00:00,0.00,||,|Xanthan polysaccharide|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,6694
|3913.90.00.80|,1/1/2012 0:00:00,0.00,||,|Other polysaccharides|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,6695
|3913.90.00.90|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,6696
|3914.00.00.00|,1/1/2017 0:00:00,0.00,||,|Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6697
|39.15|,1/1/1998 0:00:00,0.00,|II. -WASTE, PARINGS AND SCRAP; SEMI-MANUFACTURES; ARTICLES|,|Waste, parings and scrap, of plastics.|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,6698
|3915.10.00.00|,1/1/1998 0:00:00,0.00,||,|Of polymers of ethylene|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6699
|3915.20.00.00|,1/1/1998 0:00:00,0.00,||,|Of polymers of styrene|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6700
|3917.21.00.20|,1/1/1998 0:00:00,0.00,||,|Ground water drainage|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,6716
|3917.21.00.90|,1/1/1998 0:00:00,0.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,6717
|3917.22.00.00|,1/1/1998 0:00:00,0.00,||,|Of polymers of propylene|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6718
|3917.23.00|,1/1/2012 0:00:00,0.00,||,|Of polymers of vinyl chloride|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6719
|3917.23.00.10|,1/1/2012 0:00:00,0.00,||,|Pressure|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,6720
|3917.23.00.20|,1/1/2012 0:00:00,0.00,||,|Ducting or conduit|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,6721
|3917.23.00.90|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,6722
|3917.29.00|,1/1/2012 0:00:00,0.00,||,|Of other plastics|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6723
|3917.29.00.10|,1/1/2012 0:00:00,0.00,||,|Of acrylonitrile-butadiene-styrene (ABS) copolymers|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,6724
|3917.29.00.20|,1/1/2012 0:00:00,0.00,||,|Reinforced with glass fibres|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,6725
|3917.29.00.90|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,6726
|3917.3|,1/1/1998 0:00:00,0.00,,|Other tubes, pipes and hoses:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6727
|3917.31.00|,1/1/2012 0:00:00,0.00,||,|Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6728
|3917.31.00.10|,1/1/2012 0:00:00,0.00,||,|Of polymers of vinyl chloride|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,6729
|3917.31.00.90|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,6730
|3917.32|,1/1/1998 0:00:00,0.00,||,|Other, not reinforced or otherwise combined with other materials, without fittings|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,6731
|3824.7|,1/1/2007 0:00:00,0.00,,|Mixtures containing halogenated derivatives of methane, ethane or propane:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6505
|3824.71.00.00|,1/1/1998 0:00:00,0.00,||,|Containing chlorofluorocarbons (CFCs), whether or not containing hydrochlorofluorocarbons (HCFCs), perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6506
|3824.72.00.00|,1/1/2007 0:00:00,0.00,||,|Containing bromochlorodifluoromethane, bromotrifluoromethane or dibromotetrafluoroethanes|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6507
|3824.73.00.00|,1/1/2007 0:00:00,0.00,||,|Containing hydrobromofluorocarbons (HBFCs)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6508
|3824.74.00.00|,1/1/2007 0:00:00,0.00,||,|Containing hydrochlorofluorocarbons (HCFCs), whether or not containing perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs), but not containing chlorofluorocarbons (CFCs)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6509
|3824.75.00.00|,1/1/2007 0:00:00,0.00,||,|Containing carbon tetrachloride|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6510
|3824.76.00.00|,1/1/2007 0:00:00,0.00,||,|Containing, 1,1,1-trichloroethane (methyl chloroform)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6511
|3824.77.00.00|,1/1/2007 0:00:00,0.00,||,|Containing bromomethane (methyl bromide) or bromochloromethane|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6512
|3824.78.00.00|,1/1/2007 0:00:00,0.00,||,|Containing perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs), but not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6513
|3824.79.00.00|,1/1/1998 0:00:00,0.00,||,|Other|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6514
|3824.8|,1/1/2017 0:00:00,0.00,,|Goods specified in Subheading Note 3 to this Chapter:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6515
|3824.81.00.00|,1/1/2007 0:00:00,0.00,||,|Containing oxirane (ethylene oxide)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6516
|3824.82.00.00|,1/1/2007 0:00:00,0.00,||,|Containing polychlorinated biphenyls (PCBs), polychlorinated terphenyls (PCTs) or polybrominated biphenyls (PBBs)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6517
|3824.83.00.00|,1/1/2007 0:00:00,0.00,||,|Containing tris(2,3-dibromopropyl) phosphate|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6518
|3824.84.00.00|,1/1/2017 0:00:00,0.00,||,|Containing aldrin (ISO), camphechlor (ISO) (toxaphene), chlordane (ISO), chlordecone (ISO), DDT (ISO) (clofenotane (INN), 1,1,1-trichloro-2,2-bis(p-chlorophenyl)ethane), dieldrin (ISO, INN), endosulfan (ISO), endrin (ISO), heptachlor (ISO) or mirex (ISO)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6519
|3824.85.00.00|,1/1/2017 0:00:00,0.00,||,|Containing 1,2,3,4,5,6-hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6520
|3824.86.00.00|,1/1/2017 0:00:00,0.00,||,|Containing pentachlorobenzene (ISO) or hexachlorobenzene (ISO)|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6521
|3824.87.00.00|,1/1/2017 0:00:00,0.00,||,|Containing perfluorooctane sulphonic acid, its salts, perfluorooctane sulphonamides, or perfluorooctane sulphonyl fluoride|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6522
|3824.88.00.00|,1/1/2017 0:00:00,0.00,||,|Containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ethers|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6523
|3824.9|,1/1/2017 0:00:00,0.00,,|Other:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6524
|3824.91.00.00|,1/1/2017 0:00:00,0.00,||,|Mixtures and preparations consisting mainly of (5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl methyl methylphosphonate and bis[(5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl] methylphosphonate|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6525
|3824.99.00|,1/1/2017 0:00:00,0.00,||,|Other|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6526
|3824.99.00.10|,1/1/2017 0:00:00,0.00,||,|Fatty substances of animal or vegetable origin and mixtures thereof|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,6527
|3824.99.00.2|,1/1/2020 0:00:00,1.00,,|Mixtures of a kind used in various types of vaping devices including e-cigarettes and atomizers:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6528
|3824.99.00.21|,1/1/2020 0:00:00,1.00,||,|Containing nicotine|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,6529
|3824.99.00.29|,1/1/2020 0:00:00,1.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,6530
|3824.99.00.90|,1/1/2017 0:00:00,0.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,6531
|38.25|,1/1/2002 0:00:00,0.00,||,|Residual products of the chemical or allied industries, not elsewhere specified or included; municipal waste; sewage sludge; other wastes specified in Note 6 to this Chapter.|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,6532
|3825.10.00.00|,1/1/2002 0:00:00,0.00,||,|Municipal waste|,,,||,|KGM|,|6.5 %|,||,||,||,|Free|,|Free|,|3 %|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6533
|3825.20.00.00|,1/1/2002 0:00:00,0.00,||,|Sewage sludge|,,,||,|KGM|,|6.5 %|,||,||,||,|Free|,|Free|,|3 %|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6534
|3825.30|,1/1/2002 0:00:00,0.00,||,|Clinical waste|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,6535
|3825.30.10.00|,1/1/2002 0:00:00,0.00,||,|Soiled dressings (wadding, gauze, bandages and similar articles) contaminated as a result of medical, surgical, dental or veterinary procedures;
Syringes, needles, catheters, cannulae and the like|,,,||,|-  |,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6536
|3825.30.20|,8/8/2019 0:00:00,0.00,||,|Surgical gloves of vulcanized rubber other than hard rubber|,,,||,||,|15.5 %|,||,|8.5 %|,|8.5 %|,|Free|,|Free|,|15 %|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6537
|3825.30.20.00|,1/1/2002 0:00:00,0.00,||,|Surgical gloves of vulcanized rubber other than hard rubber|,,,||,|PAR|,|15.5 %|,||,|8.5 %|,|8.5 %|,|Free|,|Free|,|15 %|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6538
|3825.30.90.00|,1/1/2002 0:00:00,0.00,||,|Other|,,,||,|KGM|,|6.5 %|,||,||,||,|Free|,|Free|,|3 %|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6539
|3825.4|,1/1/2002 0:00:00,0.00,,|Waste organic solvents:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6540
|3825.41.00.00|,1/1/2002 0:00:00,0.00,||,|Halogenated|,,,||,|KGM|,|6.5 %|,||,||,||,|Free|,|Free|,|3 %|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6541
|3825.49.00.00|,1/1/2002 0:00:00,0.00,||,|Other|,,,||,|KGM|,|6.5 %|,||,||,||,|Free|,|Free|,|3 %|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6542
|3825.50.00.00|,1/1/2002 0:00:00,0.00,||,|Wastes of metal pickling liquors, hydraulic fluids, brake fluids and anti-freeze fluids|,,,||,|KGM|,|6.5 %|,||,||,||,|Free|,|Free|,|3 %|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6543
|3825.6|,1/1/2002 0:00:00,0.00,,|Other wastes from chemical or allied industries:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6544
|3825.61.00.00|,1/1/2002 0:00:00,0.00,||,|Mainly containing organic constituents|,,,||,|KGM|,|6.5 %|,||,||,||,|Free|,|Free|,|3 %|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6545
|3825.69.00.00|,1/1/2002 0:00:00,0.00,||,|Other|,,,||,|KGM|,|6.5 %|,||,||,||,|Free|,|Free|,|3 %|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6546
|3825.90.00.00|,1/1/2002 0:00:00,0.00,||,|Other|,,,||,|KGM|,|6.5 %|,||,||,||,|Free|,|Free|,|3 %|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6547
|3826.00.00.00|,1/1/2012 0:00:00,0.00,||,|Biodiesel and mixtures thereof, not containing or containing less than 70% by weight of petroleum oils or oils obtained from bituminous minerals.|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6548
|39.01|,1/1/1998 0:00:00,0.00,|I. -PRIMARY FORMS|,|Polymers of ethylene, in primary forms.|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,6549
|3901.10.00|,1/1/2019 0:00:00,0.00,||,|Polyethylene having a specific gravity of less than 0.94|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,6550
|3901.10.00.10|,1/1/2019 0:00:00,0.00,||,|Of recycled materials|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,6551
|3901.10.00.9|,1/1/2019 0:00:00,0.00,,|Other:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6552
